t,agent_x,agent_y,goal_x,goal_y,subgoal_x,subgoal_y,waypoint_x,waypoint_y,new_high_command
216,30.686382978924453,-0.794926955833855,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
217,30.76094421213411,-0.8196184090430607,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
218,30.711618988588874,-0.8170280892827999,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
219,30.665860336772855,-0.8204324509514221,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
220,30.661513949391214,-0.8274348453040848,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
221,30.683160406227447,-0.7903073567030896,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
222,30.76346096621681,-0.633970393224385,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
223,30.809556568242648,-0.48067488609437214,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
224,30.826669412846094,-0.34654691871214505,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
225,30.82121007628893,-0.24272959253819773,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
226,30.754957462112394,-0.16668855640562408,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
227,30.750677575289785,-0.08515806904075314,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
228,30.823867113971108,0.036715554912521,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
229,30.867098072210666,0.17371175708931194,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
230,30.87215074094307,0.36298838461358696,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,1.0,0
231,30.86622625234959,0.5695305039763358,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
232,30.864269207742577,0.7566485864405943,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
233,30.922079601005766,0.8785359296344438,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
234,31.031651289907998,1.0057991553130021,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
235,31.178391463562924,1.1164727707129234,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
236,31.292760096679164,1.2451037125457591,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
237,31.259632875331423,1.4061236927211094,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
238,31.21361791338609,1.5360866475177903,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
239,31.209100885219176,1.6384021051501287,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
240,31.222136387626367,1.7411771674615608,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
241,31.250162670490795,1.8695585950616136,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
242,31.258025294623277,2.038790760057924,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
243,31.226604450839226,2.208034074078891,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,3.0,0
